sentense_clean,my_ent_1,their_ent_1,my_ent_2,their_ent_2,label
"Treasury.If we do get back down to the wire, with the debt ceiling not being raised or suspended when the Treasury is running out of money, then we would review the U.S. rating with potentially negative implications, he told Reuters on the sidelines of a Fitch sovereign ratings conference in London.",Treasury,Treasury,Treasury,U.S.,0
I have argued that Attorney General Jeff Sessions’s recusal from the Russia investigation was a mistake.,I,Jeff Sessions’,Jeff Sessions,Russia,0
Especially when you realise the song's most notable contribution comes from then-England striker John Barnes's slow-paced rap verse.,you,England,John Barnes,John Barne,0
The New York City medical examiner's office says it will not release the cause or manner of death of Russia's ambassador to the United Nations.,ambassador,New York City,the United Nations,Russia,0
"Based on the results in Clark, the precincts in ELV, and the overall entrance poll error, I do not believe Sanders won the Hispanic vote. ",I,Clark,Sanders,Hispanic,0
"With Oaklands loss to the Denver Broncos in Week 17, the Silver and Black finished second place in the AFC West, which in turn, pinned the Baltimore Ravens and Tennessee Titans on their schedule because they too finished second in their respective divisions.",Oaklands,Oakland,the Denver Broncos,Baltimore,0
"From early on, the League’s leader has been a vocal advocate of Trump’s ascendance to the White House, setting him apart from Italy’s other political parties.",Trump,League’,him,Trump’,0
"Parliament is due in the coming days to debate the state of emergency as President Francois Hollande seeks parliamentary approval to extend the current three-month measure, which expires on February 26.The Senate is to vote on the proposal on February 9, followed by a vote in the National Assembly on February",President Francois Hollande,Parliament,parliamentary,Senate,0
"Meanwhile, U.S. students are being outpaced internationally in science, technology, engineering and math (STEM), placing 25th in math and 17th in science, according to the OECD.",U.S.,U.S.,OECD,STEM,0
"Italian Flavio Briatore, former boss of the Renault team, is lightly mocked for his accent and habit of starting every sentence with 'Mean..'.",Italian Flavio Briatore,Italian,Renault,Renault,0
"Four months after former Massey Energy CEO Don Blankenship was found guilty for his role in a 2010 mining disaster that killed 29 miners, he has been sentenced to the maximum one year in prison and another year of supervised release.",Don Blankenship,Massey Energy,he,Don Blankenship,0
" There were freakouts over Red Lobster and hot sauce, Blue Ivy and #BlackLivesMatter",None,Red Lobster,None,Blue Ivy,0
"An eastern Ukrainian steel and coal magnate Rinat Akhmetov who is considered Viktor Yanukovych's main financial backer answers journalist's question during his news conference in Kiev, March 30, 2006.",Rinat Akhmetov,Rinat Akhmetov,Viktor Yanukovych's,Viktor Yanukovych,0
President Donald Trump ordered Tomahawk missile strikes against a Syrian airfield on Thursday evening ,President Donald Trump,Donald Trump,Syrian,Tomahawk,0
"Democratic vie presidential candidate Tim Kaine was the guest of honor at a fundraiser hosted by UTA managing director Jay Sures on Tuesday in Los Angeles, where he confidently predicted that his running mate, Hillary Clinton, would win the election in November.",Tim Kaine,Los Angele,Jay Sures,Hillary Clinton,0
"Mr. Seeger, who earned national praise when he was in Atlanta, has a formidable command of classical European techniques, but he keeps his skills in the service of simplicity.",Seeger,Atlanta,he,European,0
"The billionaire founder of Zynga, the San company that makes FarmVille, has found himself in (very messy) DivorceVille.",Zynga,Zynga,himself,FarmVille,0
"The Iraqi government has struggled to rein in the Shi’ite militias, many of which fought the U. S. military following the 2003 invasion and have previously been accused of killing and abducting American nationals. ",Iraqi,Iraqi,Shi’ite,American,0
"Signing with the Titans would also give Tate the chance to return to his roots, as hes originally from the Nashville area.",Tate,Titan,he,Nashville,0
But even Moscows sharpest critics dont believe Vladimir Putin plans to commit suicide.,Moscows,Moscow,Vladimir Putin,Vladimir Putin,0
"Michelle Obama has had to contend with vile online attacks since her husband first ran for president, including a racist slur not long ago by a nonprofit official in West Virginia, Pamela Taylor, who referred to the first lady as an “ape in heels.",Michelle Obama,Michelle Obama,Pamela Taylor,West Virginia,0
"If indeed Hillary Clinton failed to act in a responsible manner to prevent this catastrophe, then it's true, she deserves blame for the loss of American lives.",Hillary Clinton,Hillary Clinton,she,American,0
New Zealands ruling National Party enjoyed a wide lead over the Labour Party with 70 percent of results counted in the countrys general election on Saturday after the most hotly contested race in recent history.,New Zealands,National Party,National Party,the Labour Party,0
"Kim Jong Un, North Korea’s leader, ordered a missile launch to celebrate the 105th birthday of his grandfather, the country’s founding president.",Kim Jong Un,to,president,founding,0
"The WannaCry ”ransomware” attack hobbled some of its hospital customers in Britain’s National Health Service, forcing them to turn away ambulances and cancel surgeries.",National Health Service,WannaCry,them,National Health Service,0
"The Las Vegas magnate who has been Donald J. Trump’s friend and business partner for two decades, told delegates at the Republican National Convention in Cleveland Wednesday that Trump’s vision and determination to succeed in business are the skills he needs as president to “",Donald J. Trump’s,the Republican National Convention,Trump,Cleveland,0
" The Clinton Foundation has confirmed it accepted a $1 million gift from Qatar while Hillary Clinton was U. S. secretary of state without informing the State Department, even though she had promised to let the agency review new or significantly increased support from foreign governments.",Hillary Clinton,Qatar,secretary,U. S.,0
"Tallulah, which premiered on Netflix this weekend, has the melodramatic premise of a Lifetime original movie, but it stands out thanks to the graceful, thoughtful characterization of its three protagonists, despite their potential to be monstrous caricatures.",Netflix,Tallulah,Lifetime,Lifetime,0
The former quirky David Barton Gym at 4 Astor Place will become an Elite New York Sports Club ,David Barton Gym,David Barton Gym,an Elite New York Sports Club,Elite New York Sports Club,0
"It appears that much of the Select Committee’s work has been shelved while Republicans pursue every possible avenue of political attack against Secretary Clinton,” Cummings said in a letter to Gowdy.",Clinton,Clinton,Cummings,Gowdy,0
"U. S. Border Patrol agents assigned to the Falfurrias, Texas, checkpoint discovered a shipment of liquid methamphetamine 80 miles from the Mexican border.",U. S. Border Patrol,Texa,Mexican,Mexican,0
"The Football League board initially blocked the takeover after an Italian court found Cellino guilty of failing to pay duty on the import of a yacht and fined him 600,000 euros ($825,500).The ban was overturned last week by a senior lawyer who heard Cellino's appeal.($1 = 0.6020 British Pounds) ($1 = 0.7277 Euros)",Cellino,Football League,him,Italian,0
"its not a big risk for Clinton, argued former Rep. Rick Boucher, a Virginia Democrat who lost his reelection bid amid 2010s tea party wave after voting for an Obama-supported cap-and-trade climate",Clinton,Democrat,Rick Boucher,Obama,0
